Season,Squad,Comp,Country,Name,ID,Birth Year,Nation,CountryName,LgRank,MP,Gls
2016-2017,Almería,2. Segunda División,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,15th,9,0
2018-2019,Elche,2. Segunda División,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,11th,36,7
2019-2020,Elche,2. Segunda División,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,6th,37,1
2020-2021,Birmingham City,2. Championship,eng ENG,Ivan-Sanchez,70107d4d,1983,ITA,Italy,18th,40,2
2021-2022,Birmingham City,2. Championship,eng ENG,Ivan-Sanchez,70107d4d,1983,ITA,Italy,20th,2,0
2021-2022,Birmingham City U23,Jr. PL2 — Div. 2,eng ENG,Ivan-Sanchez,70107d4d,1983,ITA,Italy,11th,1,0
2021-2022,Valladolid,2. Segunda División,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,2nd,12,2
2022-2023,Valladolid,1. La Liga,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,13th,7,0
2016-2017,Wolfsburg U17,Jr. U17 Bundesliga,de GER,Muhammed-Saracevic-Cham,f527a32c,1977,ITA,Italy,12th,22,1
2017-2018,Wolfsburg U19,Jr. U19 Bundesliga,de GER,Muhammed-Saracevic-Cham,f527a32c,1977,ITA,Italy,11th,15,3
2018-2019,Wolfsburg U19,Jr. U19 Bundesliga,de GER,Muhammed-Saracevic-Cham,f527a32c,1977,ITA,Italy,1st,22,6
2019-2020,Admira,1. Bundesliga,at AUT,Muhammed-Saracevic-Cham,f527a32c,1977,ITA,Italy,11th,16,0
2020-2021,Admira,1. Bundesliga,at AUT,Muhammed-Saracevic-Cham,f527a32c,1977,ITA,Italy,11th,2,0
2022-2023,Clermont Foot,1. Ligue 1,fr FRA,Muhammed-Saracevic-Cham,f527a32c,1977,ITA,Italy,8th,10,3
2020-2021,Hertha U19,Jr. U19 Bundesliga,de GER,Derry-Scherhant,93cba339,1988,ITA,Italy,8th,1,0
2022-2023,Hertha BSC,1. Bundesliga,de GER,Derry-Scherhant,93cba339,1988,ITA,Italy,14th,1,0
2015-2016,Fortuna Sittard,2. Eerste Divisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,16th,0,
2016-2017,Fortuna Sittard,2. Eerste Divisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,17th,24,2
2017-2018,Fortuna Sittard,2. Eerste Divisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,2nd,33,8
2018-2019,Ajax,1. Eredivisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,1st,1,0
2018-2019,Jong Ajax,2. Eerste Divisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,11th,29,4
2019-2020,Jong Ajax,2. Eerste Divisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,4th,2,1
2019-2020,Ajax,1. Eredivisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,1st,10,1
2020-2021,Ajax,1. Eredivisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,1st,27,1
2021-2022,Ajax,1. Eredivisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,1st,22,0
2022-2023,Ajax,1. Eredivisie,nl NED,Perr-Schuurs,e613313c,1986,ROU,Romania,2nd,2,0
2022-2023,Torino,1. Serie A,it ITA,Perr-Schuurs,e613313c,1986,ROU,Romania,10th,5,0
2020-2021,Strasbourg,1. Ligue 1,fr FRA,Marvin-Senaya,1d383c10,1983,ESP,Spain,15th,0,
2021-2022,Sochaux,2. Ligue 2,fr FRA,Marvin-Senaya,1d383c10,1983,ESP,Spain,5th,22,0
2021-2022,Strasbourg,1. Ligue 1,fr FRA,Marvin-Senaya,1d383c10,1983,ESP,Spain,6th,0,
2022-2023,Strasbourg,1. Ligue 1,fr FRA,Marvin-Senaya,1d383c10,1983,ESP,Spain,14th,1,0
2022-2023,Rodez Aveyron,2. Ligue 2,fr FRA,Marvin-Senaya,1d383c10,1983,ESP,Spain,15th,8,0
2016-2017,San Lorenzo,1. Primera Div,ar ARG,Marcos-Senesi,35141f4c,1985,FRA,France,7th,11,0
2017-2018,San Lorenzo,1. Primera Div,ar ARG,Marcos-Senesi,35141f4c,1985,FRA,France,3rd,13,1
2018-2019,San Lorenzo,1. Primera Div,ar ARG,Marcos-Senesi,35141f4c,1985,FRA,France,23rd,23,0
2019-2020,San Lorenzo,1. Primera Div,ar ARG,Marcos-Senesi,35141f4c,1985,FRA,France,8th,4,0
2019-2020,Feyenoord,1. Eredivisie,nl NED,Marcos-Senesi,35141f4c,1985,FRA,France,3rd,16,1
2020-2021,Feyenoord,1. Eredivisie,nl NED,Marcos-Senesi,35141f4c,1985,FRA,France,5th,32,3
2021-2022,Feyenoord,1. Eredivisie,nl NED,Marcos-Senesi,35141f4c,1985,FRA,France,3rd,32,2
2022-2023,Bournemouth,1. Premier League,eng ENG,Marcos-Senesi,35141f4c,1985,FRA,France,8th,6,0
2020-2021,Slavia Prague,1. First League,cz CZE,Abdallah-Sima,fdbde523,1978,BRA,Brazil,1st,21,11
2021-2022,Slavia Prague,1. First League,cz CZE,Abdallah-Sima,fdbde523,1978,BRA,Brazil,2nd,3,0
2021-2022,Stoke City,2. Championship,eng ENG,Abdallah-Sima,fdbde523,1978,BRA,Brazil,14th,2,0
2021-2022,Stoke City,Jr. PL2 — Div. 2,eng ENG,Abdallah-Sima,fdbde523,1978,BRA,Brazil,3rd,5,4
2022-2023,Angers,1. Ligue 1,fr FRA,Abdallah-Sima,fdbde523,1978,BRA,Brazil,17th,7,0
2017-2018,Auxerre,2. Ligue 2,fr FRA,Lassine-Sinayoko,5e5249c8,1982,ENG,England,11th,0,
2019-2020,Auxerre,2. Ligue 2,fr FRA,Lassine-Sinayoko,5e5249c8,1982,ENG,England,11th,0,
2020-2021,Auxerre,2. Ligue 2,fr FRA,Lassine-Sinayoko,5e5249c8,1982,ENG,England,6th,2,0
2021-2022,Auxerre,2. Ligue 2,fr FRA,Lassine-Sinayoko,5e5249c8,1982,ENG,England,3rd,31,3
2022-2023,Auxerre,1. Ligue 1,fr FRA,Lassine-Sinayoko,5e5249c8,1982,ENG,England,16th,9,0
2016,Once Caldas,1. Primera A,co COL,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,12th,2,0
2017,Once Caldas,1. Primera A,co COL,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,18th,22,1
2018,Once Caldas,1. Primera A,co COL,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,5th,17,4
2018-2019,Feyenoord,1. Eredivisie,nl NED,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,3rd,5,0
2019-2020,Feyenoord,1. Eredivisie,nl NED,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,3rd,21,5
2020-2021,Feyenoord,1. Eredivisie,nl NED,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,5th,20,3
2021-2022,Feyenoord,1. Eredivisie,nl NED,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,3rd,30,12
2022-2023,Leeds United,1. Premier League,eng ENG,Luis-Sinisterra,8e16dd48,1991,MTQ,Martinique,14th,6,2
2015-2016,Heidenheim,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,11th,11,1
2016-2017,Heidenheim,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,6th,25,2
2017-2018,Heidenheim,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,13th,13,1
2018-2019,Heidenheim,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,5th,13,0
2019-2020,Darmstadt 98,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,5th,27,2
2020-2021,Darmstadt 98,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,7th,30,5
2021-2022,Darmstadt 98,2. 2. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,4th,19,5
2022-2023,Union Berlin,1. Bundesliga,de GER,Tim-Skarke,65857fdf,1983,SUI,Switzerland,1st,1,0
2018-2019,Rijeka,1. 1. HNL,hr CRO,Hrvoje-Smolcic,c967f6b8,1986,IRN,Iran,2nd,6,0
2019-2020,Rijeka,1. 1. HNL,hr CRO,Hrvoje-Smolcic,c967f6b8,1986,IRN,Iran,3rd,24,0
2020-2021,Rijeka,1. 1. HNL,hr CRO,Hrvoje-Smolcic,c967f6b8,1986,IRN,Iran,3rd,16,0
2021-2022,Rijeka,1. 1. HNL,hr CRO,Hrvoje-Smolcic,c967f6b8,1986,IRN,Iran,4th,22,1
2022-2023,Eint Frankfurt,1. Bundesliga,de GER,Hrvoje-Smolcic,c967f6b8,1986,IRN,Iran,8th,2,0
2019-2020,Inter Zaprešić,1. 1. HNL,hr CRO,Nikola-Soldo,4f627629,1981,ESP,Spain,10th,27,1
2021-2022,Lokomotiva,1. 1. HNL,hr CRO,Nikola-Soldo,4f627629,1981,ESP,Spain,5th,31,2
2022-2023,Lokomotiva,1. 1. HNL,hr CRO,Nikola-Soldo,4f627629,1981,ESP,Spain,8th,6,0
2022-2023,Köln,1. Bundesliga,de GER,Nikola-Soldo,4f627629,1981,ESP,Spain,9th,1,0
2014-2015,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,17th,0,
2015-2016,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,17th,0,
2016-2017,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,11th,0,
2017-2018,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,3rd,0,
2018-2019,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,17th,0,
2019-2020,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,3rd,0,0
2020-2021,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,13th,5,0
2021-2022,Ajaccio,2. Ligue 2,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,2nd,8,0
2022-2023,Ajaccio,1. Ligue 1,fr FRA,Francois-Joseph-Sollacaro,f19f32b1,1984,ESP,Spain,18th,1,0
2018-2019,Shakhtar,1. Premier League,ua UKR,Manor-Solomon,886f9aac,1981,ITA,Italy,1st,11,0
2019-2020,Shakhtar,1. Premier League,ua UKR,Manor-Solomon,886f9aac,1981,ITA,Italy,1st,20,3
2020-2021,Shakhtar,1. Premier League,ua UKR,Manor-Solomon,886f9aac,1981,ITA,Italy,2nd,23,9
2021-2022,Shakhtar,1. Premier League,ua UKR,Manor-Solomon,886f9aac,1981,ITA,Italy,1st,16,4
2022-2023,Fulham,1. Premier League,eng ENG,Manor-Solomon,886f9aac,1981,ITA,Italy,9th,1,0
2020,Nacional,1. Primera División,uy URU,Joaquin-Sosa,50841bef,1974,ITA,Italy,1st,0,
2021,Rentistas,1. Primera División,uy URU,Joaquin-Sosa,50841bef,1974,ITA,Italy,15th,23,2
2022,Liverpool,1. Primera División,uy URU,Joaquin-Sosa,50841bef,1974,ITA,Italy,2nd,19,0
2022-2023,Bologna,1. Serie A,it ITA,Joaquin-Sosa,50841bef,1974,ITA,Italy,17th,1,0
2014-2015,Marítimo,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,9th,18,1
2015-2016,Marítimo,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,13th,28,12
2016-2017,Marítimo,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,6th,15,5
2017-2018,Braga,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,4th,18,8
2018-2019,Braga,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,4th,33,15
2019,Shenzhen,1. Super League,cn CHN,Dyego-Sousa,e4738e91,1976,IRL,Ireland,15th,10,3
2019-2020,Benfica,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,2nd,11,0
2020-2021,Famalicão,1. Primeira Liga,pt POR,Dyego-Sousa,e4738e91,1976,IRL,Ireland,9th,5,0
2021-2022,Almería,2. Segunda División,es ESP,Dyego-Sousa,e4738e91,1976,IRL,Ireland,1st,24,5
2022-2023,Almería,1. La Liga,es ESP,Dyego-Sousa,e4738e91,1976,IRL,Ireland,15th,6,0
2019,Flamengo,1. Série A,br BRA,Vinicius-Souza,6a8a7af8,1991,ENG,England,1st,3,0
2020,Flamengo,1. Série A,br BRA,Vinicius-Souza,6a8a7af8,1991,ENG,England,1st,0,
2020-2021,Lommel SK,2. First Division B,be BEL,Vinicius-Souza,6a8a7af8,1991,ENG,England,3rd,18,0
2021-2022,Mechelen,1. First Division A,be BEL,Vinicius-Souza,6a8a7af8,1991,ENG,England,7th,27,2
2022-2023,Espanyol,1. La Liga,es ESP,Vinicius-Souza,6a8a7af8,1991,ENG,England,17th,8,0
2022-2023,Ajaccio,1. Ligue 1,fr FRA,Kevin-Spadanuda,a45a5d95,1981,ARG,Argentina,18th,8,0
2017-2018,Fulham,Jr. PL2 — Div. 2,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,8th,5,0
2017-2018,Middlesbrough,Jr. PL2 — Div. 2,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,4th,1,0
2018-2019,Middlesbrough,Jr. PL2 — Div. 2,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,8th,18,0
2018-2019,Middlesbrough,2. Championship,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,7th,0,
2019-2020,Middlesbrough,Jr. PL2 — Div. 2,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,5th,5,0
2019-2020,Middlesbrough,2. Championship,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,17th,22,1
2020-2021,Middlesbrough,Jr. PL2 — Div. 2,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,6th,1,0
2020-2021,Middlesbrough,2. Championship,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,10th,38,1
2021-2022,Middlesbrough,2. Championship,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,7th,3,0
2021-2022,Nott'ham Forest,2. Championship,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,4th,39,2
2022-2023,Tottenham,1. Premier League,eng ENG,Djed-Spence,9bc9a519,1987,ITA,Italy,3rd,1,0
2014-2015,AZ Alkmaar,1. Eredivisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,3rd,2,0
2015-2016,AZ Alkmaar,1. Eredivisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,4th,0,
2015-2016,Sparta R'dam,2. Eerste Divisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,1st,6,1
2016-2017,Sparta R'dam,1. Eredivisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,15th,22,1
2017-2018,Sparta R'dam,1. Eredivisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,17th,16,2
2018-2019,Sparta R'dam,2. Eerste Divisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,2nd,9,0
2018-2019,RKC Waalwijk,2. Eerste Divisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,8th,18,7
2019-2020,RKC Waalwijk,1. Eredivisie,nl NED,Stijn-Spierings,a08985b8,1985,ITA,Italy,18th,17,3
2019-2020,Levski Sofia,1. First League,bg BUL,Stijn-Spierings,a08985b8,1985,ITA,Italy,4th,9,2
2020-2021,Levski Sofia,1. First League,bg BUL,Stijn-Spierings,a08985b8,1985,ITA,Italy,8th,7,2
2020-2021,Toulouse,2. Ligue 2,fr FRA,Stijn-Spierings,a08985b8,1985,ITA,Italy,3rd,27,9
2021-2022,Toulouse,2. Ligue 2,fr FRA,Stijn-Spierings,a08985b8,1985,ITA,Italy,1st,35,1
2022-2023,Toulouse,1. Ligue 1,fr FRA,Stijn-Spierings,a08985b8,1985,ITA,Italy,11th,10,1
2015-2016,AGF,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,10th,6,0
2016-2017,AGF,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,11th,16,1
2017-2018,AGF,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,7th,22,2
2018-2019,AGF,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,6th,30,6
2019-2020,FC Copenhagen,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,2nd,31,5
2020-2021,FC Copenhagen,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,3rd,23,5
2021-2022,FC Copenhagen,1. Superliga,dk DEN,Jens-Stage,1fffae99,1989,ENG,England,1st,22,5
2022-2023,Werder Bremen,1. Bundesliga,de GER,Jens-Stage,1fffae99,1989,ENG,England,5th,8,0
2019-2020,Fulham,2. Championship,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,4th,1,0
2019-2020,Fulham,Jr. PL2 — Div. 2,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,10th,2,1
2020-2021,Fulham,Jr. PL2 — Div. 2,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,10th,5,0
2021-2022,Fulham,Jr. PL2 — Div. 2,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,1st,14,6
2021-2022,Fulham,2. Championship,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,1st,1,0
2022-2023,Fulham,1. Premier League,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,9th,3,0
2022-2023,Exeter City,3. League One,eng ENG,Jay-Stansfield,b2626673,1981,FRA,France,8th,7,3
2017,Sarpsborg 08,1. Eliteserien,no NOR,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,3rd,3,0
2018,Sarpsborg 08,1. Eliteserien,no NOR,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,8th,6,0
2019,Sarpsborg 08,1. Eliteserien,no NOR,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,12th,23,4
2020,Sarpsborg 08,1. Eliteserien,no NOR,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,12th,16,2
2020-2021,Groningen,1. Eredivisie,nl NED,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,7th,30,9
2021-2022,Groningen,1. Eredivisie,nl NED,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,12th,32,14
2022-2023,Groningen,1. Eredivisie,nl NED,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,15th,4,1
2022-2023,Celta Vigo,1. La Liga,es ESP,Jorgen-Strand-Larsen,f553b2b3,1978,ITA,Italy,11th,5,0
2022-2023,Hellas Verona,1. Serie A,it ITA,Ibrahim-Sulemana,230c3f3a,1987,BEL,Belgium,18th,1,0
2013-2014,Dinamo Zagreb,1. 1. HNL,hr CRO,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,1st,1,0
2015-2016,Lokomotiva,1. 1. HNL,hr CRO,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,4th,10,0
2016-2017,Lokomotiva,1. 1. HNL,hr CRO,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,5th,23,1
2017-2018,Lokomotiva,1. 1. HNL,hr CRO,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,5th,29,6
2018-2019,Dinamo Zagreb,1. 1. HNL,hr CRO,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,1st,24,0
2019-2020,Birmingham City,2. Championship,eng ENG,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,20th,40,3
2020-2021,Birmingham City,2. Championship,eng ENG,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,18th,43,0
2021-2022,Birmingham City,2. Championship,eng ENG,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,20th,41,3
2022-2023,Hertha BSC,1. Bundesliga,de GER,Ivan-Sunjic,e18098de,1981,CIV,Ivory Coast,14th,8,0
2012-2013,Real Murcia,2. Segunda División,es ESP,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,19th,27,0
2014,Banfield,1. Primera Div,ar ARG,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,17th,14,1
2015,Independiente,1. Primera Div,ar ARG,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,5th,28,1
2016,Independiente,1. Primera Div,ar ARG,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,3rd,16,1
2016-2017,Independiente,1. Primera Div,ar ARG,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,6th,29,0
2017-2018,Independiente,1. Primera Div,ar ARG,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,6th,9,0
2017-2018,Ajax,1. Eredivisie,nl NED,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,2nd,15,1
2018-2019,Ajax,1. Eredivisie,nl NED,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,1st,29,2
2019-2020,Ajax,1. Eredivisie,nl NED,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,1st,24,3
2020-2021,Ajax,1. Eredivisie,nl NED,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,1st,25,1
2021-2022,Ajax,1. Eredivisie,nl NED,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,1st,22,2
2022-2023,Lyon,1. Ligue 1,fr FRA,Nicolas-Tagliafico,f0661424,1980,ARG,Argentina,9th,10,1
2018-2019,Rizespor,1. Süper Lig,tr TUR,Montassar-Talbi,a4a44eb0,1986,NOR,Norway,11th,1,0
2019-2020,Rizespor,1. Süper Lig,tr TUR,Montassar-Talbi,a4a44eb0,1986,NOR,Norway,15th,27,0
2020-2021,Rizespor,1. Süper Lig,tr TUR,Montassar-Talbi,a4a44eb0,1986,NOR,Norway,13th,21,1
2021-2022,Rubin Kazan,1. Premier League,ru RUS,Montassar-Talbi,a4a44eb0,1986,NOR,Norway,15th,25,0
2022-2023,Lorient,1. Ligue 1,fr FRA,Montassar-Talbi,a4a44eb0,1986,NOR,Norway,2nd,10,0
2017-2018,MK Dons,3. League One,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,23rd,7,0
2017-2018,Middlesbrough,Jr. PL2 — Div. 2,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,4th,7,5
2017-2018,Middlesbrough,2. Championship,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,5th,5,1
2018-2019,Middlesbrough,Jr. PL2 — Div. 2,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,8th,3,1
2018-2019,Middlesbrough,2. Championship,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,7th,20,3
2019-2020,Middlesbrough,2. Championship,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,17th,37,3
2020-2021,Middlesbrough,2. Championship,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,10th,29,3
2021-2022,Middlesbrough,2. Championship,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,7th,44,5
2022-2023,Bournemouth,1. Premier League,eng ENG,Marcus-Tavernier,5c0da4a4,1978,FRA,France,8th,9,0
2021-2022,Montpellier,1. Ligue 1,fr FRA,Enzo-Tchato,7f783431,1988,ENG,England,13th,0,
2022-2023,Montpellier,1. Ligue 1,fr FRA,Enzo-Tchato,7f783431,1988,ENG,England,10th,9,1
2020-2021,Girona,2. Segunda División,es ESP,Ramon-Terrats,f36016a5,1983,USA,United States,5th,20,0
2021-2022,Girona,2. Segunda División,es ESP,Ramon-Terrats,f36016a5,1983,USA,United States,6th,18,0
2022-2023,Girona,1. La Liga,es ESP,Ramon-Terrats,f36016a5,1983,USA,United States,14th,4,0
2019,Viking,1. Eliteserien,no NOR,Kristian-Thorstvedt,76ff8d0d,1988,BRA,Brazil,5th,26,10
2019-2020,Genk,1. First Division A,be BEL,Kristian-Thorstvedt,76ff8d0d,1988,BRA,Brazil,7th,8,1
2020-2021,Genk,1. First Division A,be BEL,Kristian-Thorstvedt,76ff8d0d,1988,BRA,Brazil,2nd,24,3
2021-2022,Genk,1. First Division A,be BEL,Kristian-Thorstvedt,76ff8d0d,1988,BRA,Brazil,8th,29,5
2022-2023,Sassuolo,1. Serie A,it ITA,Kristian-Thorstvedt,76ff8d0d,1988,BRA,Brazil,9th,9,1
2014-2015,Swindon Town,3. League One,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,4th,28,1
2015-2016,Rotherham Utd,2. Championship,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,21st,7,0
2015-2016,P'borough Utd,3. League One,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,13th,7,0
2016-2017,Scunthorpe Utd,3. League One,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,3rd,22,2
2017-2018,Doncaster,3. League One,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,15th,13,0
2017-2018,Norwich City,Jr. PL2 — Div. 2,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,7th,2,0
2017-2018,Millwall,2. Championship,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,8th,0,
2018-2019,Lincoln City,4. League Two,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,1st,46,3
2019-2020,Lincoln City,3. League One,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,16th,26,1
2019-2020,Huddersfield,2. Championship,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,18th,19,1
2020-2021,Huddersfield,2. Championship,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,20th,31,2
2021-2022,Huddersfield,2. Championship,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,3rd,42,6
2022-2023,Nott'ham Forest,1. Premier League,eng ENG,Harry-Toffolo,a105d46a,1981,ARG,Argentina,19th,6,0
2017-2018,Manchester City,Jr. PL2 — Div. 1,eng ENG,Nabil-Touaizi,e96b2583,1970,NED,Netherlands,6th,5,0
2018-2019,Manchester City,Jr. PL2 — Div. 1,eng ENG,Nabil-Touaizi,e96b2583,1970,NED,Netherlands,8th,15,7
2019-2020,Manchester City,Jr. PL2 — Div. 1,eng ENG,Nabil-Touaizi,e96b2583,1970,NED,Netherlands,9th,12,2
2020-2021,Espanyol,2. Segunda División,es ESP,Nabil-Touaizi,e96b2583,1970,NED,Netherlands,1st,0,
2022-2023,Espanyol,1. La Liga,es ESP,Nabil-Touaizi,e96b2583,1970,NED,Netherlands,17th,1,0
2020-2021,Le Havre,2. Ligue 2,fr FRA,Souleymane-Toure,01fd01e8,1983,NED,Netherlands,12th,1,0
2021-2022,Le Havre,2. Ligue 2,fr FRA,Souleymane-Toure,01fd01e8,1983,NED,Netherlands,8th,17,0
2022-2023,Marseille,1. Ligue 1,fr FRA,Souleymane-Toure,01fd01e8,1983,NED,Netherlands,3rd,3,0
2017-2018,Milan,1. Serie A,it ITA,Frank-Tsadjout,0588a092,1986,ENG,England,6th,0,
