Season,Squad,Comp,Country,Name,ID,Birth Year,Nation,CountryName,LgRank,MP,Gls
2019-2020,Monterrey,1. Liga MX,mx MEX,Johan-Vasquez,5eaed77a,1989,EQG,Equatorial Guinea,14th,2,0
2019-2020,UNAM,1. Liga MX,mx MEX,Johan-Vasquez,5eaed77a,1989,EQG,Equatorial Guinea,11th,10,1
2020-2021,UNAM,1. Liga MX,mx MEX,Johan-Vasquez,5eaed77a,1989,EQG,Equatorial Guinea,7th,33,1
2021-2022,Genoa,1. Serie A,it ITA,Johan-Vasquez,5eaed77a,1989,EQG,Equatorial Guinea,19th,28,1
2022-2023,Cremonese,1. Serie A,it ITA,Johan-Vasquez,5eaed77a,1989,EQG,Equatorial Guinea,19th,4,0
2015-2016,Levante,1. La Liga,es ESP,Jose-Luis-Garcia-Vaya,27dc1378,1985,ARG,Argentina,20th,0,
2018-2019,Levante,1. La Liga,es ESP,Jose-Luis-Garcia-Vaya,27dc1378,1985,ARG,Argentina,15th,0,
2019-2020,Tondela,1. Primeira Liga,pt POR,Jose-Luis-Garcia-Vaya,27dc1378,1985,ARG,Argentina,14th,33,2
2020-2021,Vitória,1. Primeira Liga,pt POR,Jose-Luis-Garcia-Vaya,27dc1378,1985,ARG,Argentina,7th,30,1
2021-2022,Levante,1. La Liga,es ESP,Jose-Luis-Garcia-Vaya,27dc1378,1985,ARG,Argentina,19th,29,0
2022-2023,Levante,2. Segunda División,es ESP,Jose-Luis-Garcia-Vaya,27dc1378,1985,ARG,Argentina,17th,8,0
2020-2021,Valencia,1. La Liga,es ESP,Jesus-Vazquez,106c142c,1979,GER,Germany,13th,0,
2021-2022,Valencia,1. La Liga,es ESP,Jesus-Vazquez,106c142c,1979,GER,Germany,9th,15,0
2022-2023,Valencia,1. La Liga,es ESP,Jesus-Vazquez,106c142c,1979,GER,Germany,7th,2,0
2019-2020,Volendam,2. Eerste Divisie,nl NED,Mickey-van-de-Ven,8fe2a392,1991,CIV,Ivory Coast,3rd,19,0
2020-2021,Volendam,2. Eerste Divisie,nl NED,Mickey-van-de-Ven,8fe2a392,1991,CIV,Ivory Coast,6th,26,2
2021-2022,Volendam,2. Eerste Divisie,nl NED,Mickey-van-de-Ven,8fe2a392,1991,CIV,Ivory Coast,2nd,0,
2021-2022,Wolfsburg,1. Bundesliga,de GER,Mickey-van-de-Ven,8fe2a392,1991,CIV,Ivory Coast,12th,5,0
2022-2023,Wolfsburg,1. Bundesliga,de GER,Mickey-van-de-Ven,8fe2a392,1991,CIV,Ivory Coast,13th,9,0
2013-2014,Jong Ajax,2. Eerste Divisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,14th,17,2
2013-2014,De Graafschap,2. Eerste Divisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,7th,13,7
2014-2015,De Graafschap,2. Eerste Divisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,6th,38,18
2015-2016,De Graafschap,1. Eredivisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,17th,33,9
2016-2017,Heracles Almelo,1. Eredivisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,10th,14,2
2017-2018,Heracles Almelo,1. Eredivisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,10th,24,8
2018-2019,Heracles Almelo,1. Eredivisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,7th,8,1
2018-2019,Den Bosch,2. Eerste Divisie,nl NED,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,4th,17,6
2019-2020,MSV Duisburg,3. 3. Liga,de GER,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,5th,33,14
2020-2021,MSV Duisburg,3. 3. Liga,de GER,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,15th,23,7
2021-2022,Freiburg,1. Bundesliga,de GER,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,6th,1,0
2021-2022,SC Freiburg II,3. 3. Liga,de GER,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,11th,26,10
2022-2023,SC Freiburg II,3. 3. Liga,de GER,Vincent-Vermeij,7e629adc,1977,NED,Netherlands,7th,11,4
2019-2020,FC Bayern U17,Jr. U17 Bundesliga,de GER,Gabriel-Vidovic,5360a956,1981,ITA,Italy,9th,16,3
2020-2021,Bayern U19,Jr. U19 Bundesliga,de GER,Gabriel-Vidovic,5360a956,1981,ITA,Italy,10th,4,0
2021-2022,Bayern Munich,1. Bundesliga,de GER,Gabriel-Vidovic,5360a956,1981,ITA,Italy,1st,3,0
2022-2023,Bayern Munich,1. Bundesliga,de GER,Gabriel-Vidovic,5360a956,1981,ITA,Italy,3rd,1,0
2022-2023,Vitesse,1. Eredivisie,nl NED,Gabriel-Vidovic,5360a956,1981,ITA,Italy,16th,5,0
2009-2010,Sparta R'dam,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,16th,29,0
2010-2011,AZ Alkmaar,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,4th,16,0
2011-2012,AZ Alkmaar,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,4th,30,2
2012-2013,AZ Alkmaar,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,10th,31,0
2013-2014,AZ Alkmaar,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,8th,33,3
2014-2015,Ajax,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,26,2
2015-2016,Jong Ajax,2. Eerste Divisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,9th,3,0
2015-2016,Ajax,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,17,0
2016-2017,Ajax,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,29,2
2017-2018,Ajax,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,12,2
2017-2018,Jong Ajax,2. Eerste Divisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,1st,1,0
2018-2019,PSV Eindhoven,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,34,3
2019-2020,PSV Eindhoven,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,4th,23,0
2020-2021,PSV Eindhoven,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,17,0
2021-2022,PSV Eindhoven,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,2nd,1,0
2021-2022,Greuther Fürth,1. Bundesliga,de GER,Nick-Viergever,e38f1636,1988,CMR,Cameroon,18th,24,0
2022-2023,Utrecht,1. Eredivisie,nl NED,Nick-Viergever,e38f1636,1988,CMR,Cameroon,9th,6,0
2011-2012,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,2nd,6,0
2012-2013,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,3rd,27,4
2013-2014,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,2nd,32,6
2014-2015,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,4th,21,0
2015-2016,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,3rd,27,5
2016-2017,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,1st,29,4
2017-2018,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,4th,33,11
2018-2019,Feyenoord,1. Eredivisie,nl NED,Tonny-Vilhena,c7069d87,1991,ITA,Italy,3rd,33,6
2019-2020,Krasnodar,1. Premier League,ru RUS,Tonny-Vilhena,c7069d87,1991,ITA,Italy,3rd,20,2
2020-2021,Krasnodar,1. Premier League,ru RUS,Tonny-Vilhena,c7069d87,1991,ITA,Italy,10th,24,2
2021-2022,Krasnodar,1. Premier League,ru RUS,Tonny-Vilhena,c7069d87,1991,ITA,Italy,4th,13,2
2021-2022,Espanyol,1. La Liga,es ESP,Tonny-Vilhena,c7069d87,1991,ITA,Italy,14th,17,1
2022-2023,Salernitana,1. Serie A,it ITA,Tonny-Vilhena,c7069d87,1991,ITA,Italy,11th,9,1
2019-2020,Espanyol,1. La Liga,es ESP,Daniel-Villahermosa,de903ae2,1979,FRA,France,20th,0,
2021-2022,Espanyol,1. La Liga,es ESP,Daniel-Villahermosa,de903ae2,1979,FRA,France,14th,1,0
2022-2023,Espanyol,1. La Liga,es ESP,Daniel-Villahermosa,de903ae2,1979,FRA,France,17th,0,
2017,Nacional,1. Primera División,uy URU,Matias-Vina,08eb3b58,1987,ITA,Italy,3rd,4,0
2018,Nacional,1. Primera División,uy URU,Matias-Vina,08eb3b58,1987,ITA,Italy,1st,1,0
2019,Nacional,1. Primera División,uy URU,Matias-Vina,08eb3b58,1987,ITA,Italy,1st,32,5
2020,Palmeiras,1. Série A,br BRA,Matias-Vina,08eb3b58,1987,ITA,Italy,7th,23,1
2021,Palmeiras,1. Série A,br BRA,Matias-Vina,08eb3b58,1987,ITA,Italy,3rd,4,0
2021-2022,Roma,1. Serie A,it ITA,Matias-Vina,08eb3b58,1987,ITA,Italy,6th,26,0
2022-2023,Roma,1. Serie A,it ITA,Matias-Vina,08eb3b58,1987,ITA,Italy,6th,2,0
2019-2020,Empoli,2. Serie B,it ITA,Mattia-Viti,75438a9a,1989,BRA,Brazil,7th,0,
2020-2021,Empoli,2. Serie B,it ITA,Mattia-Viti,75438a9a,1989,BRA,Brazil,1st,2,0
2021-2022,Empoli,1. Serie A,it ITA,Mattia-Viti,75438a9a,1989,BRA,Brazil,14th,20,0
2022-2023,Nice,1. Ligue 1,fr FRA,Mattia-Viti,75438a9a,1989,BRA,Brazil,13th,5,1
2017-2018,Athletic Club,1. La Liga,es ESP,Daniel-Vivian,ab7bf91d,1980,GER,Germany,16th,0,
2018-2019,Athletic Club,1. La Liga,es ESP,Daniel-Vivian,ab7bf91d,1980,GER,Germany,8th,0,
2019-2020,Athletic Club,1. La Liga,es ESP,Daniel-Vivian,ab7bf91d,1980,GER,Germany,11th,0,
2020-2021,CD Mirandés,2. Segunda División,es ESP,Daniel-Vivian,ab7bf91d,1980,GER,Germany,10th,32,2
2021-2022,Athletic Club,1. La Liga,es ESP,Daniel-Vivian,ab7bf91d,1980,GER,Germany,8th,24,2
2022-2023,Athletic Club,1. La Liga,es ESP,Daniel-Vivian,ab7bf91d,1980,GER,Germany,3rd,5,0
2021-2022,Roma,1. Serie A,it ITA,Cristian-Volpato,72f87f25,1982,ITA,Italy,6th,3,1
2022-2023,Roma,1. Serie A,it ITA,Cristian-Volpato,72f87f25,1982,ITA,Italy,6th,0,
2019-2020,Mechelen,1. First Division A,be BEL,Aster-Vranckx,f86cd5df,1980,POL,Poland,6th,9,1
2020-2021,Mechelen,1. First Division A,be BEL,Aster-Vranckx,f86cd5df,1980,POL,Poland,7th,29,4
2021-2022,Wolfsburg,1. Bundesliga,de GER,Aster-Vranckx,f86cd5df,1980,POL,Poland,12th,24,2
2022-2023,Wolfsburg,1. Bundesliga,de GER,Aster-Vranckx,f86cd5df,1980,POL,Poland,13th,1,0
2022-2023,Milan,1. Serie A,it ITA,Aster-Vranckx,f86cd5df,1980,POL,Poland,3rd,2,0
2021-2022,FC Bayern U17,Jr. U17 Bundesliga,de GER,Paul-Wanner,cb64672e,1985,ARG,Argentina,12th,2,1
2021-2022,Bayern Munich,1. Bundesliga,de GER,Paul-Wanner,cb64672e,1985,ARG,Argentina,1st,4,0
2021-2022,Bayern U19,Jr. U19 Bundesliga,de GER,Paul-Wanner,cb64672e,1985,ARG,Argentina,19th,12,2
2022-2023,Bayern Munich,1. Bundesliga,de GER,Paul-Wanner,cb64672e,1985,ARG,Argentina,3rd,0,
2022-2023,Bayern U19,Jr. U19 Bundesliga,de GER,Paul-Wanner,cb64672e,1985,ARG,Argentina,13th,4,2
2016-2017,Brøndby,1. Superliga,dk DEN,Magnus-Warming,55e098cd,1982,POR,Portugal,2nd,1,0
2019-2020,Lyngby,1. Superliga,dk DEN,Magnus-Warming,55e098cd,1982,POR,Portugal,9th,8,2
2020-2021,Lyngby,1. Superliga,dk DEN,Magnus-Warming,55e098cd,1982,POR,Portugal,11th,30,5
2021-2022,Torino,1. Serie A,it ITA,Magnus-Warming,55e098cd,1982,POR,Portugal,10th,4,0
2022-2023,Darmstadt 98,2. 2. Bundesliga,de GER,Magnus-Warming,55e098cd,1982,POR,Portugal,2nd,11,0
2016-2017,Freiburg U17,Jr. U17 Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,29th,4,1
2017-2018,Freiburg U17,Jr. U17 Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,38th,26,3
2017-2018,Freiburg U19,Jr. U19 Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,23rd,0,
2018-2019,Freiburg U19,Jr. U19 Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,20th,23,5
2019-2020,Freiburg U19,Jr. U19 Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,11th,19,5
2021-2022,SC Freiburg II,3. 3. Liga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,11th,10,1
2021-2022,Freiburg,1. Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,6th,10,0
2022-2023,Freiburg,1. Bundesliga,de GER,Noah-Weisshaupt,dd676a97,1988,FRA,France,2nd,6,0
2019-2020,Austria Wien,1. Bundesliga,at AUT,Patrick-Wimmer,cb11b429,1989,ESP,Spain,4th,16,0
2020-2021,Austria Wien,1. Bundesliga,at AUT,Patrick-Wimmer,cb11b429,1989,ESP,Spain,6th,31,5
2021-2022,Arminia,1. Bundesliga,de GER,Patrick-Wimmer,cb11b429,1989,ESP,Spain,17th,31,3
2022-2023,Wolfsburg,1. Bundesliga,de GER,Patrick-Wimmer,cb11b429,1989,ESP,Spain,13th,4,0
2017-2018,FC Copenhagen,1. Superliga,dk DEN,Jonas-Wind,2077ae86,1985,ALG,Algeria,4th,10,1
2018-2019,FC Copenhagen,1. Superliga,dk DEN,Jonas-Wind,2077ae86,1985,ALG,Algeria,1st,21,6
2019-2020,FC Copenhagen,1. Superliga,dk DEN,Jonas-Wind,2077ae86,1985,ALG,Algeria,2nd,13,7
2020-2021,FC Copenhagen,1. Superliga,dk DEN,Jonas-Wind,2077ae86,1985,ALG,Algeria,3rd,28,15
2021-2022,FC Copenhagen,1. Superliga,dk DEN,Jonas-Wind,2077ae86,1985,ALG,Algeria,1st,16,6
2021-2022,Wolfsburg,1. Bundesliga,de GER,Jonas-Wind,2077ae86,1985,ALG,Algeria,12th,14,5
2022-2023,Wolfsburg,1. Bundesliga,de GER,Jonas-Wind,2077ae86,1985,ALG,Algeria,13th,1,0
2017-2018,Lyngby,1. Superliga,dk DEN,Frederik-Winther,a1257b5e,1990,ALG,Algeria,12th,0,
2019-2020,Lyngby,1. Superliga,dk DEN,Frederik-Winther,a1257b5e,1990,ALG,Algeria,9th,28,0
2020-2021,Lyngby,1. Superliga,dk DEN,Frederik-Winther,a1257b5e,1990,ALG,Algeria,11th,17,1
2021-2022,Augsburg,1. Bundesliga,de GER,Frederik-Winther,a1257b5e,1990,ALG,Algeria,14th,4,0
2022-2023,Augsburg,1. Bundesliga,de GER,Frederik-Winther,a1257b5e,1990,ALG,Algeria,10th,0,
2019-2020,Hertha U17,Jr. U17 Bundesliga,de GER,Luca-Wollschlager,24b8e7bd,1987,TOG,Togo,4th,13,3
2020-2021,Hertha U19,Jr. U19 Bundesliga,de GER,Luca-Wollschlager,24b8e7bd,1987,TOG,Togo,8th,3,1
2021-2022,Hertha U19,Jr. U19 Bundesliga,de GER,Luca-Wollschlager,24b8e7bd,1987,TOG,Togo,6th,15,8
2021-2022,Hertha BSC,1. Bundesliga,de GER,Luca-Wollschlager,24b8e7bd,1987,TOG,Togo,16th,2,0
2022-2023,Rot-Weiss Essen,3. 3. Liga,de GER,Luca-Wollschlager,24b8e7bd,1987,TOG,Togo,14th,2,0
2014-2015,Hartlepool Utd,4. League Two,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,22nd,0,
2014-2015,Newcastle Utd,1. Premier League,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,15th,0,
2015-2016,Crawley Town,4. League Two,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,20th,11,0
2015-2016,Newcastle Utd,1. Premier League,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,18th,0,
2016-2017,Kilmarnock,1. Premiership,sct SCO,Freddie-Woodman,19e50035,1981,NED,Netherlands,8th,14,0
2017-2018,Aberdeen,1. Premiership,sct SCO,Freddie-Woodman,19e50035,1981,NED,Netherlands,2nd,5,0
2017-2018,Newcastle Utd,Jr. PL2 — Div. 2,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,10th,8,0
2017-2018,Newcastle Utd,1. Premier League,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,10th,0,
2018-2019,Newcastle Utd,Jr. PL2 — Div. 2,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,4th,10,0
2018-2019,Newcastle Utd,1. Premier League,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,13th,0,
2019-2020,Swansea City,2. Championship,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,6th,43,0
2020-2021,Swansea City,2. Championship,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,4th,45,0
2021-2022,Bournemouth,2. Championship,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,2nd,0,
2021-2022,Newcastle Utd,1. Premier League,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,11th,4,0
2022-2023,Preston,2. Championship,eng ENG,Freddie-Woodman,19e50035,1981,NED,Netherlands,8th,14,0
2018-2019,Nancy,2. Ligue 2,fr FRA,Christopher-Wooh,b003239d,1991,FRA,France,14th,0,
2020-2021,Nancy,2. Ligue 2,fr FRA,Christopher-Wooh,b003239d,1991,FRA,France,8th,13,2
2021-2022,Lens,1. Ligue 1,fr FRA,Christopher-Wooh,b003239d,1991,FRA,France,7th,14,0
2022-2023,Lens,1. Ligue 1,fr FRA,Christopher-Wooh,b003239d,1991,FRA,France,4th,1,0
2022-2023,Rennes,1. Ligue 1,fr FRA,Christopher-Wooh,b003239d,1991,FRA,France,6th,0,
2021-2022,Paris S-G,1. Ligue 1,fr FRA,Sekou-Yansane,bce37ac0,1984,FRA,France,1st,1,0
2019-2020,WSG Tirol,1. Bundesliga,at AUT,Kelvin-Yeboah,ea0893d6,1982,NED,Netherlands,12th,25,4
2020-2021,WSG Tirol,1. Bundesliga,at AUT,Kelvin-Yeboah,ea0893d6,1982,NED,Netherlands,10th,15,4
2020-2021,Sturm Graz,1. Bundesliga,at AUT,Kelvin-Yeboah,ea0893d6,1982,NED,Netherlands,3rd,16,6
2021-2022,Sturm Graz,1. Bundesliga,at AUT,Kelvin-Yeboah,ea0893d6,1982,NED,Netherlands,2nd,18,11
2021-2022,Genoa,1. Serie A,it ITA,Kelvin-Yeboah,ea0893d6,1982,NED,Netherlands,19th,17,0
2022-2023,Genoa,2. Serie B,it ITA,Kelvin-Yeboah,ea0893d6,1982,NED,Netherlands,6th,5,1
2021-2022,Sampdoria,1. Serie A,it ITA,Gerard-Yepes,ee9040b4,1990,FRA,France,15th,4,0
2022-2023,Sampdoria,1. Serie A,it ITA,Gerard-Yepes,ee9040b4,1990,FRA,France,20th,1,0
2021-2022,Lille,1. Ligue 1,fr FRA,Leny-Yoro,6763f716,1983,ITA,Italy,10th,1,0
2022-2023,Lille,1. Ligue 1,fr FRA,Leny-Yoro,6763f716,1983,ITA,Italy,7th,2,0
2021-2022,Brentford,1. Premier League,eng ENG,Nathan-Young-Coombes,f9682888,1977,ENG,England,13th,1,0
2022-2023,AFC Wimbledon,4. League Two,eng ENG,Nathan-Young-Coombes,f9682888,1977,ENG,England,17th,8,3
2017-2018,Carpi,2. Serie B,it ITA,Alessandro-Zanoli,3b12b11f,1990,BEL,Belgium,11th,0,
2021-2022,Napoli,1. Serie A,it ITA,Alessandro-Zanoli,3b12b11f,1990,BEL,Belgium,3rd,12,0
2022-2023,Napoli,1. Serie A,it ITA,Alessandro-Zanoli,3b12b11f,1990,BEL,Belgium,1st,0,
2021-2022,Inter,1. Serie A,it ITA,Mattia-Zanotti,875d65d1,1979,BRB,Barbados,2nd,1,0
2022-2023,Inter,1. Serie A,it ITA,Mattia-Zanotti,875d65d1,1979,BRB,Barbados,7th,0,
2013-2014,Istres,2. Ligue 2,fr FRA,Akim-Zedadka,0ff630d0,1987,GHA,Ghana,19th,1,0
2016-2017,Lens,2. Ligue 2,fr FRA,Akim-Zedadka,0ff630d0,1987,GHA,Ghana,4th,4,1
2019-2020,Clermont Foot,2. Ligue 2,fr FRA,Akim-Zedadka,0ff630d0,1987,GHA,Ghana,5th,22,1
2020-2021,Clermont Foot,2. Ligue 2,fr FRA,Akim-Zedadka,0ff630d0,1987,GHA,Ghana,2nd,35,1
2021-2022,Clermont Foot,1. Ligue 1,fr FRA,Akim-Zedadka,0ff630d0,1987,GHA,Ghana,17th,38,0
2022-2023,Lille,1. Ligue 1,fr FRA,Akim-Zedadka,0ff630d0,1987,GHA,Ghana,7th,5,1
2017-2018,Genk,1. First Division A,be BEL,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,5th,13,1
2018-2019,Genk,1. First Division A,be BEL,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,1st,7,1
2018-2019,Basel,1. Swiss Super League,ch SUI,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,2nd,8,0
2019-2020,Basel,1. Swiss Super League,ch SUI,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,3rd,14,2
2020-2021,Basel,1. Swiss Super League,ch SUI,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,2nd,30,5
2021-2022,Basel,1. Swiss Super League,ch SUI,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,2nd,8,2
2021-2022,Lille,1. Ligue 1,fr FRA,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,10th,13,2
2022-2023,Lille,1. Ligue 1,fr FRA,Edon-Zhegrova,34a88e3e,1983,NED,Netherlands,7th,5,0
2019-2020,Sigma Olomouc,1. First League,cz CZE,David-Zima,acf7e795,1982,NOR,Norway,11th,2,0
2019-2020,Slavia Prague,1. First League,cz CZE,David-Zima,acf7e795,1982,NOR,Norway,1st,12,1
2020-2021,Slavia Prague,1. First League,cz CZE,David-Zima,acf7e795,1982,NOR,Norway,1st,21,0
2021-2022,Slavia Prague,1. First League,cz CZE,David-Zima,acf7e795,1982,NOR,Norway,2nd,4,0
2021-2022,Torino,1. Serie A,it ITA,David-Zima,acf7e795,1982,NOR,Norway,10th,20,0
2022-2023,Torino,1. Serie A,it ITA,David-Zima,acf7e795,1982,NOR,Norway,10th,2,0
2019-2020,Cremonese,2. Serie B,it ITA,Nadir-Zortea,82598b71,1980,FRA,France,12th,23,1
2020-2021,Cremonese,2. Serie B,it ITA,Nadir-Zortea,82598b71,1980,FRA,France,13th,29,0
2021-2022,Salernitana,1. Serie A,it ITA,Nadir-Zortea,82598b71,1980,FRA,France,17th,29,1
2022-2023,Atalanta,1. Serie A,it ITA,Nadir-Zortea,82598b71,1980,FRA,France,2nd,5,0
2021-2022,Troyes,1. Ligue 1,fr FRA,Banhie-Zoukrou,aefa3050,1987,USA,United States,15th,4,0
2022-2023,Troyes,1. Ligue 1,fr FRA,Banhie-Zoukrou,aefa3050,1987,USA,United States,12th,0,
2021-2022,Spezia,1. Serie A,it ITA,Petar-Zovko,54f6afe3,1990,ALG,Algeria,16th,1,0
2022-2023,Spezia,1. Serie A,it ITA,Petar-Zovko,54f6afe3,1990,ALG,Algeria,14th,0,
2017,Bethlehem,2. USL,us USA,Brenden-Aaronson,5bc43860,1981,ENG,England,17th,5,0
2018,Bethlehem,2. USL,us USA,Brenden-Aaronson,5bc43860,1981,ENG,England,14th,16,1
2019,Philadelphia,1. MLS,us USA,Brenden-Aaronson,5bc43860,1981,ENG,England,5th,28,3
2020,Philadelphia,1. MLS,us USA,Brenden-Aaronson,5bc43860,1981,ENG,England,1st,23,4
2020-2021,RB Salzburg,1. Bundesliga,at AUT,Brenden-Aaronson,5bc43860,1981,ENG,England,1st,20,5
2021-2022,RB Salzburg,1. Bundesliga,at AUT,Brenden-Aaronson,5bc43860,1981,ENG,England,1st,26,4
2022-2023,Leeds United,1. Premier League,eng ENG,Brenden-Aaronson,5bc43860,1981,ENG,England,14th,8,1
2018-2019,Le Havre,2. Ligue 2,fr FRA,Himad-Abdelli,7978cbf0,1980,BRA,Brazil,7th,16,0
2019-2020,Le Havre,2. Ligue 2,fr FRA,Himad-Abdelli,7978cbf0,1980,BRA,Brazil,6th,13,0
2020-2021,Le Havre,2. Ligue 2,fr FRA,Himad-Abdelli,7978cbf0,1980,BRA,Brazil,12th,25,2
2021-2022,Le Havre,2. Ligue 2,fr FRA,Himad-Abdelli,7978cbf0,1980,BRA,Brazil,8th,22,3
2022-2023,Angers,1. Ligue 1,fr FRA,Himad-Abdelli,7978cbf0,1980,BRA,Brazil,17th,4,0
2018-2019,Jong PSV,2. Eerste Divisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,3rd,24,10
2018-2019,PSV Eindhoven,1. Eredivisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,2nd,1,0
2019-2020,Jong PSV,2. Eerste Divisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,18th,1,0
2019-2020,PSV Eindhoven,1. Eredivisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,4th,1,0
2019-2020,AZ Alkmaar,1. Eredivisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,2nd,12,0
2019-2020,Jong AZ,2. Eerste Divisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,14th,10,8
2020-2021,AZ Alkmaar,1. Eredivisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,3rd,24,4
2020-2021,Jong AZ,2. Eerste Divisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,17th,8,5
2021-2022,AZ Alkmaar,1. Eredivisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,5th,31,4
2021-2022,Jong AZ,2. Eerste Divisie,nl NED,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,13th,1,0
2022-2023,Toulouse,1. Ligue 1,fr FRA,Zakaria-Aboukhlal,c2a6033c,1983,CHI,Chile,11th,10,3
2016-2017,Unterh. U17,Jr. U17 Bundesliga,de GER,Karim-Adeyemi,501055d8,1979,FRA,France,31st,7,4
2017-2018,Unterh. U17,Jr. U17 Bundesliga,de GER,Karim-Adeyemi,501055d8,1979,FRA,France,22nd,15,15
2017-2018,U'haching U19,Jr. U19 Bundesliga,de GER,Karim-Adeyemi,501055d8,1979,FRA,France,34th,7,1
2019-2020,RB Salzburg,1. Bundesliga,at AUT,Karim-Adeyemi,501055d8,1979,FRA,France,1st,10,1
